ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,1
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,1
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,1
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,1
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,1
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,1
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,1
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,1
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,0
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,1
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,1
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,1
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,1
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,1
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,1
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,1
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,1
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,1
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,1
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,0
GNSS_PROCESS,1
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,1
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,1
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,1
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,1
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,1
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,1
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,1
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,1
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,1
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,1
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,0
GNSS_PROCESS,1
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,1
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,1
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,3
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,0
CONTROL_PROCESS,1
GNSS_PROCESS,1
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,1
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,1
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,1
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,1
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,1
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,1
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,1
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,1
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,1
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,1
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,1
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,0
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
ZEROMQ_Camera publisher_LAG_6,0
ZEROMQ_Camera publisher_LAG_7,0
ZEROMQ_Camera publisher_LAG_8,0
ZEROMQ_Camera publisher_LAG_9,0
ZEROMQ_Camera publisher_LAG_10,0
ZEROMQ_CAMERA_SEND_ALL,2
CONTROL_PROCESS,0
GNSS_PROCESS,0
ZEROMQ_Gnss publisher_LAG,0
CAMERA_PROCESS,0
ZEROMQ_Camera publisher_LAG_0,0
ZEROMQ_Camera publisher_LAG_1,0
ZEROMQ_Camera publisher_LAG_2,0
ZEROMQ_Camera publisher_LAG_3,1
ZEROMQ_Camera publisher_LAG_4,0
ZEROMQ_Camera publisher_LAG_5,0
